customer_id,country,industry,company_size,acquisition_channel
C02519,Germany,Retail,51-200,Direct
C02520,Germany,Manufacturing,1000+,Direct
C02521,Germany,Manufacturing,1000+,Event
C02522,USA,Education,501-1000,Event
C02523,USA,Healthcare,501-1000,Organic Search
C02524,USA,Healthcare,1000+,Organic Search
C02525,France,Education,1000+,Event
C02526,USA,Education,11-50,Referral
C02527,USA,Technology,11-50,Referral
C02528,India,Technology,51-200,Organic Search
C02529,USA,Finance,201-500,Paid Ads
C02530,India,Finance,11-50,Event
C02531,Germany,Finance,51-200,Direct
C02532,France,Finance,1-10,Referral
C02533,USA,Manufacturing,501-1000,Paid Ads
C02534,USA,Manufacturing,201-500,Referral
C02535,Germany,Technology,51-200,Paid Ads
C02536,France,Healthcare,1000+,Event
C02537,Germany,Education,1-10,Event
C02538,USA,Healthcare,501-1000,Event
C02539,France,Retail,1-10,Organic Search
C02540,France,Manufacturing,51-200,Paid Ads
C02541,Germany,Finance,11-50,Direct
C02542,France,Finance,501-1000,Direct
C02543,France,Retail,1-10,Event
C02544,Canada,Healthcare,11-50,Direct
C02545,USA,Finance,201-500,Referral
C02546,UK,Healthcare,51-200,Paid Ads
C02547,USA,Education,51-200,Paid Ads
C02548,UK,Retail,501-1000,Paid Ads
C02549,UK,Healthcare,1-10,Referral
C02550,USA,Education,201-500,Organic Search
C02551,USA,Healthcare,1000+,Referral
C02552,USA,Healthcare,501-1000,Paid Ads
C02553,France,Finance,1000+,Paid Ads
C02554,India,,501-1000,Paid Ads
C02555,USA,Manufacturing,1-10,Direct
C02556,India,Healthcare,201-500,Organic Search
C02557,UK,Healthcare,1-10,Referral
C02558,USA,Healthcare,51-200,Paid Ads
C02559,USA,Technology,1000+,Event
C02560,UK,Education,11-50,Organic Search
C02561,France,Retail,51-200,Event
C02562,Germany,Finance,51-200,Organic Search
C02563,USA,Technology,1000+,Paid Ads
C02564,USA,Education,501-1000,Organic Search
C02565,UK,,51-200,Organic Search
C02566,USA,Education,201-500,Paid Ads
C02567,USA,Technology,51-200,Event
C02568,USA,Technology,201-500,Event
C02569,France,Technology,1-10,Direct
C02570,India,Retail,501-1000,Event
C02571,UK,Manufacturing,201-500,Event
C02572,India,Finance,51-200,Organic Search
C02573,USA,Retail,501-1000,Direct
C02574,UK,Retail,501-1000,Paid Ads
C02575,USA,Manufacturing,201-500,Paid Ads
C02576,Canada,Retail,201-500,Referral
C02577,India,Technology,11-50,Direct
C02578,Canada,Technology,11-50,Organic Search
C02579,USA,Education,501-1000,Referral
C02580,Canada,Healthcare,1000+,Referral
C02581,USA,Retail,1000+,Paid Ads
C02582,Australia,Healthcare,11-50,Event
C02583,UK,Finance,51-200,Organic Search
C02584,UK,Technology,1-10,Direct
C02585,Canada,Education,501-1000,Referral
C02586,Canada,Finance,1-10,Organic Search
C02587,USA,Education,11-50,Paid Ads
C02588,Germany,Manufacturing,201-500,Referral
C02589,USA,Technology,501-1000,Referral
C02590,Germany,Finance,11-50,Paid Ads
C02591,France,Manufacturing,51-200,Paid Ads
C02592,France,Finance,501-1000,Paid Ads
C02593,Canada,Education,501-1000,Organic Search
C02594,UK,Manufacturing,1000+,Organic Search
C02595,USA,Manufacturing,201-500,Organic Search
C02596,France,Technology,501-1000,Event
C02597,USA,Healthcare,201-500,Referral
C02598,UK,Education,11-50,Organic Search
C02599,USA,Education,51-200,Event
C02600,USA,Manufacturing,51-200,Referral
C02601,Canada,Manufacturing,501-1000,Organic Search
C02602,USA,Technology,501-1000,Paid Ads
C02603,Germany,Healthcare,11-50,Direct
C02604,USA,Education,1000+,Organic Search
C02605,USA,Retail,1000+,Direct
C02606,UK,Retail,1000+,Organic Search
C02607,USA,Healthcare,201-500,Paid Ads
C02608,USA,Finance,1000+,Direct
C02609,Germany,Technology,51-200,Event
C02610,USA,Healthcare,201-500,Paid Ads
C02611,France,Retail,11-50,Direct
C02612,USA,Manufacturing,51-200,Direct
C02613,USA,Retail,51-200,Paid Ads
C02614,Germany,Manufacturing,1-10,Paid Ads
C02615,USA,Technology,11-50,Paid Ads
C02616,USA,Manufacturing,11-50,Referral
C02617,USA,Healthcare,1-10,Event
C02618,USA,Manufacturing,201-500,Organic Search
C02619,France,Finance,1000+,Direct
C02620,USA,Healthcare,1000+,Organic Search
C02621,France,Technology,1000+,Paid Ads
C02622,Australia,Healthcare,1000+,Event
C02623,UK,Finance,1000+,Event
C02624,India,Technology,1-10,Referral
C02625,USA,,11-50,Paid Ads
C02626,India,Finance,201-500,Direct
C02627,USA,Technology,51-200,Referral
C02628,Germany,Manufacturing,1000+,Paid Ads
C02629,UK,Healthcare,1-10,Referral
C02630,USA,Technology,201-500,Organic Search
C02631,Canada,Healthcare,201-500,Paid Ads
C02632,Germany,Manufacturing,201-500,Direct
C02633,USA,Technology,1-10,Direct
C02634,USA,Retail,51-200,Paid Ads
C02635,Germany,Finance,1000+,Referral
C02636,Germany,Technology,201-500,Event
C02637,India,Manufacturing,1-10,Paid Ads
C02638,France,Technology,11-50,Direct
C02639,India,Healthcare,1-10,Organic Search
C02640,Germany,Education,1-10,Direct
C02641,USA,Technology,1-10,Event
C02642,USA,Retail,201-500,Direct
C02643,France,Technology,1-10,Event
C02644,Canada,Finance,11-50,Paid Ads
C02645,USA,Technology,201-500,Direct
C02646,USA,Education,11-50,Referral
C02647,India,Healthcare,501-1000,Referral
C02648,UK,Technology,1-10,Direct
C02649,UK,Retail,1000+,Direct
C02650,UK,Manufacturing,1000+,Organic Search
C02651,USA,,201-500,Direct
C02652,USA,Technology,1000+,Organic Search
C02653,USA,Finance,201-500,Organic Search
C02654,USA,Retail,1-10,Organic Search
C02655,France,Education,51-200,Organic Search
C02656,UK,Manufacturing,51-200,Paid Ads
C02657,France,Healthcare,11-50,Referral
C02658,Australia,Technology,1-10,Organic Search
C02659,USA,Education,1000+,Referral
C02660,Germany,Manufacturing,1-10,Organic Search
C02661,UK,Healthcare,501-1000,Referral
C02662,Australia,Education,51-200,Direct
C02663,USA,Retail,1000+,Direct
C02664,Germany,,51-200,Referral
C02665,Canada,Manufacturing,1-10,Organic Search
C02666,USA,Healthcare,1000+,Paid Ads
C02667,USA,Retail,11-50,Referral
C02668,Germany,Manufacturing,1-10,Event
C02669,Germany,Retail,11-50,Paid Ads
C02670,USA,Retail,1000+,Event
C02671,Canada,Education,51-200,Referral
C02672,USA,Education,501-1000,Organic Search
C02673,Germany,Retail,201-500,Event
C02674,USA,Finance,51-200,Referral
C02675,Australia,Education,11-50,Paid Ads
C02676,USA,Healthcare,1-10,Organic Search
C02677,USA,,1000+,Event
C02678,USA,Manufacturing,51-200,Referral
C02679,USA,Healthcare,501-1000,Organic Search
C02680,UK,Healthcare,1000+,Organic Search
C02681,USA,Healthcare,11-50,Direct
C02682,France,Healthcare,1000+,Organic Search
C02683,USA,Technology,1000+,Referral
C02684,USA,Manufacturing,1-10,Paid Ads
C02685,USA,Technology,201-500,Direct
C02686,USA,Retail,11-50,Referral
C02687,USA,Retail,1-10,Referral
C02688,UK,Manufacturing,201-500,Referral
C02689,UK,Retail,1-10,Event
C02690,UK,Healthcare,201-500,Event
C02691,UK,Technology,201-500,Paid Ads
C02692,Canada,Healthcare,201-500,Referral
C02693,USA,Retail,1-10,Event
C02694,UK,Education,1000+,Event
C02695,India,Technology,201-500,Event
C02696,UK,Healthcare,1000+,Paid Ads
C02697,Germany,Manufacturing,11-50,Paid Ads
C02698,USA,Healthcare,501-1000,Referral
C02699,France,Education,1000+,Direct
C02700,France,Retail,501-1000,Referral
C02701,UK,Technology,201-500,Event
C02702,India,Manufacturing,501-1000,Event
C02703,USA,Technology,501-1000,Organic Search
C02704,USA,Manufacturing,201-500,Referral
C02705,France,Technology,1000+,Event
C02706,France,Retail,201-500,Event
C02707,USA,Manufacturing,11-50,Direct
C02708,USA,Finance,51-200,Organic Search
C02709,USA,Technology,1-10,Referral
C02710,USA,Technology,201-500,Paid Ads
C02711,France,Healthcare,201-500,Referral
C02712,UK,Manufacturing,501-1000,Referral
C02713,USA,Education,11-50,Direct
C02714,USA,Finance,501-1000,Referral
C02715,USA,Retail,1000+,Direct
C02716,USA,Healthcare,201-500,Direct
C02717,Canada,Finance,201-500,Event
C02718,India,Manufacturing,501-1000,Paid Ads
C02719,France,Finance,201-500,Direct
C02720,USA,Technology,1000+,Organic Search
C02721,Australia,Technology,51-200,Organic Search
C02722,France,Healthcare,1-10,Paid Ads
C02723,France,Manufacturing,1-10,Direct
C02724,UK,Manufacturing,1-10,Paid Ads
C02725,USA,Finance,51-200,Event
C02726,USA,Healthcare,201-500,Organic Search
C02727,USA,Manufacturing,501-1000,Referral
C02728,USA,Education,11-50,Organic Search
C02729,USA,Education,201-500,Direct
C02730,UK,Technology,51-200,Paid Ads
C02731,Germany,Finance,1000+,Organic Search
C02732,UK,Retail,51-200,Referral
C02733,USA,Technology,1-10,Referral
C02734,India,Healthcare,201-500,Paid Ads
C02735,India,Manufacturing,1-10,Paid Ads
C02736,France,Technology,11-50,Organic Search
C02737,India,Retail,1000+,Direct
C02738,UK,Retail,1-10,Event
C02739,India,Education,11-50,Referral
C02740,USA,Healthcare,51-200,Paid Ads
C02741,USA,Technology,1-10,Event
C02742,USA,Finance,1-10,Event
C02743,USA,Technology,501-1000,Event
C02744,USA,Education,1000+,Direct
C02745,Canada,Retail,1000+,Paid Ads
C02746,France,Healthcare,51-200,Referral
C02747,Canada,Healthcare,501-1000,Paid Ads
C02748,USA,Finance,11-50,Organic Search
C02749,France,Healthcare,11-50,Referral
C02750,Canada,Education,51-200,Paid Ads
C02751,USA,Education,1000+,Referral
C02752,Germany,Education,11-50,Organic Search
C02753,USA,Healthcare,51-200,Referral
C02754,USA,Healthcare,11-50,Event
C02755,India,Education,201-500,Direct
C02756,USA,Healthcare,1-10,Organic Search
C02757,UK,Healthcare,1000+,Referral
C02758,Australia,Retail,201-500,Organic Search
C02759,Germany,Technology,51-200,Event
C02760,USA,Manufacturing,51-200,Direct
C02761,USA,Healthcare,201-500,Organic Search
C02762,USA,Manufacturing,1-10,Event
C02763,Canada,,1-10,Event
C02764,UK,Retail,501-1000,Event
C02765,USA,Healthcare,11-50,Referral
C02766,India,Education,501-1000,Paid Ads
C02767,UK,Manufacturing,1-10,Organic Search
C02768,USA,Healthcare,201-500,Paid Ads
C02769,UK,Finance,11-50,Event
C02770,Germany,Education,201-500,Paid Ads
C02771,USA,Finance,501-1000,Event
C02772,USA,Finance,51-200,Event
C02773,France,Manufacturing,201-500,Direct
C02774,UK,Finance,501-1000,Direct
C02775,UK,Retail,501-1000,Paid Ads
C02776,UK,Retail,501-1000,Organic Search
C02777,USA,Manufacturing,51-200,Paid Ads
C02778,USA,Healthcare,51-200,Organic Search
C02779,UK,,51-200,Paid Ads
C02780,USA,Healthcare,11-50,Referral
C02781,USA,Healthcare,51-200,Referral
C02782,France,Healthcare,51-200,Organic Search
C02783,India,Healthcare,51-200,Direct
C02784,France,Education,201-500,Organic Search
C02785,Australia,Technology,51-200,Paid Ads
C02786,USA,,11-50,Event
C02787,India,Finance,501-1000,Referral
C02788,USA,Healthcare,201-500,Event
C02789,India,Retail,1-10,Referral
C02790,India,Manufacturing,51-200,Paid Ads
C02791,Germany,Manufacturing,501-1000,Referral
C02792,India,Education,501-1000,Organic Search
C02793,Canada,Education,201-500,Event
C02794,USA,Retail,1-10,Event
C02795,UK,,1000+,Paid Ads
C02796,Canada,Technology,11-50,Event
C02797,USA,Finance,1000+,Paid Ads
C02798,Canada,Manufacturing,501-1000,Direct
C02799,India,Finance,1000+,Organic Search
C02800,USA,Technology,501-1000,Referral
C02801,France,Education,1000+,Referral
C02802,India,Manufacturing,501-1000,Referral
C02803,India,Finance,501-1000,Direct
C02804,India,Education,201-500,Organic Search
C02805,UK,,1-10,Event
C02806,India,Finance,501-1000,Event
C02807,France,Healthcare,11-50,Organic Search
C02808,USA,Education,11-50,Organic Search
C02809,UK,Technology,51-200,Referral
C02810,Germany,Finance,501-1000,Event
C02811,USA,Healthcare,501-1000,Organic Search
C02812,Canada,Healthcare,501-1000,Event
C02813,Germany,Technology,1000+,Organic Search
C02814,USA,Retail,501-1000,Paid Ads
C02815,Canada,Manufacturing,501-1000,Referral
C02816,France,Technology,11-50,Organic Search
C02817,UK,Healthcare,1-10,Direct
C02818,USA,Healthcare,1-10,Organic Search
C02819,USA,Technology,51-200,Paid Ads
C02820,USA,Retail,11-50,Direct
C02821,India,Manufacturing,501-1000,Direct
C02822,USA,Finance,1-10,Organic Search
C02823,Canada,Technology,201-500,Paid Ads
C02824,USA,Manufacturing,201-500,Direct
C02825,USA,Manufacturing,201-500,Referral
C02826,France,Education,501-1000,Referral
C02827,Germany,Healthcare,501-1000,Event
C02828,USA,Finance,51-200,Event
C02829,UK,Technology,51-200,Paid Ads
C02830,USA,Healthcare,51-200,Direct
C02831,UK,Education,1000+,Referral
C02832,Germany,Education,201-500,Referral
C02833,USA,Healthcare,501-1000,Paid Ads
C02834,USA,Retail,201-500,Direct
C02835,USA,,51-200,Paid Ads
C02836,India,Technology,501-1000,Organic Search
C02837,India,Technology,11-50,Referral
C02838,USA,Technology,1-10,Paid Ads
C02839,France,Healthcare,1-10,Paid Ads
C02840,USA,Retail,51-200,Organic Search
C02841,USA,Finance,201-500,Event
C02842,France,Education,11-50,Referral
C02843,India,Healthcare,501-1000,Paid Ads
C02844,India,Finance,201-500,Referral
C02845,Canada,Education,51-200,Event
C02846,USA,Education,201-500,Paid Ads
C02847,France,Retail,51-200,Organic Search
C02848,USA,Manufacturing,1000+,Referral
C02849,Canada,Technology,1-10,Organic Search
C02850,USA,Finance,1-10,Event
C02851,Germany,Healthcare,201-500,Event
C02852,USA,,11-50,Referral
C02853,USA,Manufacturing,501-1000,Event
C02854,India,Technology,51-200,Direct
C02855,USA,Finance,501-1000,Referral
C02856,UK,Manufacturing,1-10,Direct
C02857,USA,Healthcare,11-50,Event
C02858,USA,Retail,11-50,Referral
C02859,USA,Education,501-1000,Direct
C02860,USA,Healthcare,1-10,Event
C02861,Australia,,501-1000,Paid Ads
C02862,USA,Education,201-500,Paid Ads
C02863,India,Healthcare,11-50,Organic Search
C02864,Canada,Healthcare,11-50,Paid Ads
C02865,UK,Healthcare,201-500,Direct
C02866,Canada,Healthcare,1-10,Paid Ads
C02867,UK,Education,11-50,Referral
C02868,France,Technology,1000+,Referral
C02869,USA,Manufacturing,1000+,Referral
C02870,USA,Finance,1000+,Paid Ads
C02871,Australia,Retail,51-200,Paid Ads
C02872,India,Finance,51-200,Organic Search
C02873,Australia,Finance,1-10,Event
C02874,UK,Retail,201-500,Organic Search
C02875,France,Education,501-1000,Direct
C02876,UK,Technology,1-10,Referral
C02877,UK,Retail,501-1000,Paid Ads
C02878,USA,Technology,1-10,Event
C02879,Canada,Education,51-200,Event
C02880,USA,Finance,1000+,Paid Ads
C02881,USA,Technology,201-500,Organic Search
C02882,Australia,Education,51-200,Event
C02883,USA,Education,201-500,Organic Search
C02884,USA,Manufacturing,501-1000,Paid Ads
C02885,USA,Retail,1-10,Organic Search
C02886,India,Manufacturing,11-50,Referral
C02887,UK,Finance,11-50,Paid Ads
C02888,UK,Retail,201-500,Paid Ads
C02889,France,Finance,1000+,Event
C02890,France,Manufacturing,1000+,Event
C02891,USA,Education,201-500,Event
C02892,Germany,Finance,51-200,Referral
C02893,France,Retail,11-50,Referral
C02894,Germany,Retail,51-200,Direct
C02895,USA,Finance,501-1000,Paid Ads
C02896,Australia,Retail,11-50,Event
C02897,UK,Education,501-1000,Paid Ads
C02898,USA,Education,1-10,Organic Search
C02899,UK,Retail,51-200,Referral
C02900,USA,Finance,201-500,Direct
C02901,USA,Manufacturing,11-50,Organic Search
C02902,France,Retail,51-200,Paid Ads
C02903,USA,Retail,201-500,Referral
C02904,UK,Retail,1-10,Event
C02905,UK,Retail,11-50,Organic Search
C02906,USA,Finance,501-1000,Referral
C02907,India,Manufacturing,1-10,Paid Ads
C02908,USA,Manufacturing,1000+,Paid Ads
C02909,USA,Technology,201-500,Organic Search
C02910,USA,Retail,11-50,Organic Search
C02911,USA,Retail,11-50,Organic Search
C02912,USA,Technology,1-10,Direct
C02913,Germany,Manufacturing,11-50,Event
C02914,India,Healthcare,201-500,Referral
C02915,USA,Education,1-10,Paid Ads
C02916,Germany,Healthcare,501-1000,Paid Ads
C02917,Germany,Manufacturing,1-10,Event
C02918,France,Retail,1-10,Organic Search
C02919,UK,Healthcare,501-1000,Organic Search
C02920,USA,Finance,1000+,Paid Ads
C02921,USA,Finance,201-500,Event
C02922,Germany,Technology,1000+,Paid Ads
C02923,France,Manufacturing,1000+,Organic Search
C02924,USA,Manufacturing,1000+,Referral
C02925,USA,Healthcare,51-200,Organic Search
C02926,India,Retail,1000+,Referral
C02927,France,Manufacturing,51-200,Direct
C02928,India,,501-1000,Event
C02929,France,Healthcare,201-500,Direct
C02930,USA,Education,1000+,Organic Search
C02931,Canada,Education,11-50,Event
C02932,Germany,Manufacturing,501-1000,Organic Search
C02933,USA,Healthcare,51-200,Event
C02934,UK,Technology,201-500,Event
C02935,Germany,Technology,1-10,Organic Search
C02936,USA,Education,201-500,Organic Search
C02937,France,Manufacturing,201-500,Event
C02938,Canada,Retail,1000+,Event
C02939,India,Technology,1000+,Organic Search
C02940,USA,Technology,51-200,Organic Search
C02941,USA,Education,51-200,Paid Ads
C02942,Canada,Education,1000+,Paid Ads
C02943,USA,Manufacturing,1000+,Paid Ads
C02944,Germany,Education,11-50,Direct
C02945,France,Finance,11-50,Event
C02946,USA,Healthcare,501-1000,Referral
C02947,UK,Technology,1000+,Direct
C02948,UK,Finance,1-10,Event
C02949,USA,Retail,11-50,Referral
C02950,India,Finance,51-200,Paid Ads
C02951,France,Manufacturing,201-500,Referral
C02952,Germany,Retail,501-1000,Organic Search
C02953,Germany,Retail,11-50,Organic Search
C02954,UK,Education,201-500,Event
C02955,India,Finance,201-500,Direct
C02956,Germany,Manufacturing,11-50,Paid Ads
C02957,Germany,Technology,1-10,Event
C02958,Australia,Education,1-10,Paid Ads
C02959,USA,Finance,501-1000,Organic Search
C02960,France,Technology,1-10,Direct
C02961,USA,Finance,501-1000,Direct
C02962,USA,Education,51-200,Organic Search
C02963,USA,Technology,11-50,Referral
C02964,India,Education,201-500,Direct
C02965,Australia,Finance,501-1000,Referral
C02966,Germany,Retail,1-10,Paid Ads
C02967,Germany,Healthcare,501-1000,Direct
C02968,Canada,Retail,1000+,Organic Search
C02969,India,Education,501-1000,Referral
C02970,UK,Education,1-10,Paid Ads
C02971,USA,Education,1000+,Paid Ads
C02972,USA,Technology,1000+,Direct
C02973,France,Manufacturing,1-10,Direct
C02974,Germany,Education,1000+,Event
C02975,USA,Retail,11-50,Event
C02976,USA,Healthcare,201-500,Direct
C02977,France,Education,11-50,Event
C02978,USA,Education,11-50,Organic Search
C02979,Germany,Education,1-10,Organic Search
C02980,India,Technology,1-10,Event
C02981,UK,Education,201-500,Direct
C02982,USA,Retail,501-1000,Organic Search
C02983,Germany,Finance,11-50,Paid Ads
C02984,France,Manufacturing,1000+,Direct
C02985,UK,Education,201-500,Referral
C02986,India,Technology,11-50,Referral
C02987,USA,Retail,501-1000,Direct
C02988,UK,Education,1000+,Event
C02989,Germany,Technology,11-50,Organic Search
C02990,Australia,Finance,51-200,Organic Search
C02991,USA,Healthcare,201-500,Direct
C02992,France,Education,1-10,Paid Ads
C02993,Canada,Retail,11-50,Event
C02994,USA,Technology,1000+,Paid Ads
C02995,USA,Technology,1000+,Direct
C02996,Australia,Education,201-500,Direct
C02997,USA,Technology,201-500,Paid Ads
C02998,USA,Healthcare,1000+,Referral
C02999,USA,Technology,1000+,Direct
C03000,Australia,Manufacturing,1000+,Event
C03001,Germany,Manufacturing,11-50,Paid Ads
C03002,France,Technology,1000+,Referral
C03003,USA,Education,1-10,Paid Ads
C03004,Canada,Manufacturing,1000+,Referral
C03005,Canada,,1-10,Referral
C03006,France,Manufacturing,11-50,Event
C03007,India,Technology,201-500,Direct
C03008,USA,Education,1-10,Referral
C03009,Germany,Finance,11-50,Direct
C03010,USA,Education,1000+,Event
C03011,UK,Education,11-50,Direct
C03012,USA,,1000+,Organic Search
C03013,USA,Retail,11-50,Referral
C03014,USA,Healthcare,201-500,Event
C03015,Canada,Technology,1-10,Paid Ads
C03016,USA,Healthcare,201-500,Event
C03017,Germany,Finance,51-200,Referral
C03018,UK,Healthcare,1000+,Event
C03019,USA,Technology,1-10,Paid Ads
C03020,France,Technology,201-500,Organic Search
C03021,USA,Finance,1-10,Referral
C03022,UK,Technology,51-200,Referral
C03023,Germany,Finance,501-1000,Event
C03024,USA,Finance,1000+,Direct
C03025,USA,Technology,1000+,Direct
C03026,USA,Manufacturing,11-50,Paid Ads
C03027,India,Finance,1000+,Organic Search
C03028,Canada,Technology,1000+,Organic Search
C03029,Germany,Manufacturing,201-500,Event
C03030,Canada,Finance,1000+,Event
C03031,USA,Manufacturing,1000+,Direct
C03032,UK,Retail,51-200,Organic Search
C03033,France,Education,51-200,Organic Search
C03034,USA,Retail,1-10,Organic Search
C03035,USA,Manufacturing,1-10,Paid Ads
C03036,USA,Finance,1000+,Paid Ads
C03037,UK,Technology,1000+,Event
C03038,India,Healthcare,11-50,Direct
C03039,USA,Technology,1-10,Referral
C03040,UK,Healthcare,201-500,Direct
C03041,USA,Healthcare,1000+,Paid Ads
C03042,India,Finance,201-500,Paid Ads
C03043,USA,Manufacturing,1000+,Event
C03044,UK,Technology,201-500,Referral
C03045,Germany,Manufacturing,501-1000,Organic Search
C03046,Germany,Retail,201-500,Referral
C03047,UK,Finance,1-10,Referral
C03048,USA,Finance,1000+,Referral
C03049,USA,Retail,1-10,Event
C03050,USA,Technology,201-500,Paid Ads
C03051,USA,Education,51-200,Organic Search
C03052,UK,Retail,51-200,Referral
C03053,USA,Technology,51-200,Organic Search
C03054,USA,Healthcare,1000+,Referral
C03055,Germany,Finance,11-50,Paid Ads
C03056,India,Technology,501-1000,Organic Search
C03057,Canada,Manufacturing,201-500,Direct
C03058,USA,Manufacturing,11-50,Paid Ads
C03059,USA,Finance,51-200,Organic Search
C03060,India,Retail,201-500,Referral
C03061,USA,Education,11-50,Referral
C03062,USA,Retail,1-10,Paid Ads
C03063,Canada,Technology,51-200,Paid Ads
C03064,Canada,Retail,11-50,Referral
C03065,Canada,Finance,1000+,Organic Search
C03066,USA,Technology,1-10,Direct
C03067,USA,Healthcare,51-200,Event
C03068,India,Retail,501-1000,Paid Ads
C03069,USA,Retail,51-200,Referral
C03070,Germany,Education,1000+,Organic Search
C03071,Germany,Technology,501-1000,Paid Ads
C03072,Canada,Manufacturing,501-1000,Organic Search
C03073,USA,Retail,501-1000,Paid Ads
C03074,USA,Finance,201-500,Referral
C03075,Canada,Retail,201-500,Organic Search
C03076,Australia,Education,501-1000,Referral
C03077,India,Healthcare,1-10,Organic Search
C03078,USA,Education,501-1000,Paid Ads
C03079,USA,Retail,11-50,Event
C03080,India,Manufacturing,501-1000,Event
C03081,Germany,Retail,201-500,Direct
C03082,Australia,Technology,201-500,Direct
C03083,USA,Retail,11-50,Referral
C03084,Canada,Manufacturing,11-50,Organic Search
C03085,Germany,Technology,51-200,Direct
C03086,Germany,Finance,1-10,Paid Ads
C03087,UK,Technology,1-10,Event
C03088,USA,Education,1-10,Organic Search
C03089,Canada,Healthcare,1000+,Event
C03090,USA,Education,201-500,Organic Search
C03091,UK,Technology,1-10,Direct
C03092,India,Finance,51-200,Direct
C03093,USA,Retail,51-200,Referral
C03094,France,Technology,1-10,Organic Search
C03095,USA,Education,11-50,Paid Ads
C03096,Germany,Technology,51-200,Direct
C03097,India,Technology,11-50,Referral
C03098,USA,Technology,201-500,Direct
C03099,USA,Finance,1000+,Event
C03100,UK,Manufacturing,51-200,Direct
C03101,USA,Manufacturing,11-50,Organic Search
C03102,Germany,Technology,1-10,Referral
C03103,India,Finance,201-500,Organic Search
C03104,UK,Finance,501-1000,Paid Ads
C03105,USA,Technology,501-1000,Paid Ads
C03106,UK,Education,1-10,Direct
C03107,Germany,Education,201-500,Referral
C03108,USA,Healthcare,201-500,Referral
C03109,Canada,Technology,201-500,Referral
C03110,Canada,Healthcare,201-500,Referral
C03111,Canada,Education,501-1000,Direct
C03112,USA,Education,11-50,Organic Search
C03113,Germany,Technology,201-500,Direct
C03114,USA,Healthcare,11-50,Organic Search
C03115,USA,Healthcare,201-500,Event
C03116,Australia,Technology,51-200,Event
C03117,Germany,Healthcare,1000+,Organic Search
C03118,USA,Retail,51-200,Direct
C03119,USA,Education,1000+,Paid Ads
C03120,USA,Manufacturing,51-200,Direct
C03121,USA,Finance,201-500,Paid Ads
C03122,USA,Healthcare,11-50,Direct
C03123,USA,,1000+,Referral
C03124,UK,Finance,501-1000,Referral
C03125,Germany,Healthcare,1-10,Event
C03126,Canada,Finance,1000+,Event
C03127,Germany,Technology,1000+,Organic Search
C03128,USA,Retail,501-1000,Paid Ads
C03129,India,Retail,201-500,Referral
C03130,France,Education,51-200,Direct
C03131,France,Manufacturing,51-200,Organic Search
C03132,France,Healthcare,11-50,Direct
C03133,India,Manufacturing,201-500,Referral
C03134,UK,Technology,501-1000,Referral
C03135,USA,Retail,201-500,Referral
C03136,Canada,Technology,201-500,Referral
C03137,Germany,Technology,51-200,Direct
C03138,Germany,Healthcare,501-1000,Organic Search
C03139,UK,Technology,1-10,Referral
C03140,USA,Retail,1000+,Event
C03141,USA,Manufacturing,51-200,Organic Search
C03142,India,Retail,501-1000,Event
C03143,Canada,Healthcare,11-50,Direct
C03144,UK,Retail,1000+,Referral
C03145,USA,Finance,1000+,Organic Search
C03146,USA,Manufacturing,51-200,Referral
C03147,Australia,Finance,11-50,Referral
C03148,Germany,Finance,51-200,Organic Search
C03149,France,Education,201-500,Referral
C03150,UK,Healthcare,501-1000,Referral
C03151,Canada,Technology,11-50,Paid Ads
C03152,USA,Finance,1000+,Paid Ads
C03153,Germany,Retail,51-200,Organic Search
C03154,UK,Technology,1000+,Organic Search
C03155,UK,Retail,11-50,Referral
C03156,Canada,Retail,1000+,Event
C03157,India,Technology,51-200,Organic Search
C03158,USA,Technology,51-200,Referral
C03159,France,Retail,1-10,Event
C03160,USA,Healthcare,1000+,Paid Ads
C03161,UK,Manufacturing,1-10,Organic Search
C03162,USA,Education,1-10,Referral
C03163,USA,Manufacturing,1000+,Paid Ads
C03164,UK,Healthcare,11-50,Direct
C03165,USA,Education,201-500,Paid Ads
C03166,UK,Technology,51-200,Referral
C03167,India,Education,501-1000,Event
C03168,USA,Retail,1-10,Direct
C03169,France,Manufacturing,11-50,Direct
C03170,UK,Education,1000+,Direct
C03171,Germany,Retail,11-50,Organic Search
C03172,USA,Healthcare,11-50,Referral
C03173,USA,Education,1000+,Direct
C03174,USA,Retail,501-1000,Paid Ads
C03175,USA,Healthcare,1000+,Event
C03176,USA,Technology,501-1000,Referral
C03177,Germany,Healthcare,1000+,Paid Ads
C03178,Australia,Healthcare,1-10,Organic Search
C03179,France,,501-1000,Direct
C03180,Germany,Retail,1-10,Paid Ads
C03181,USA,Education,501-1000,Referral
C03182,USA,Manufacturing,501-1000,Paid Ads
C03183,USA,Finance,1000+,Organic Search
C03184,USA,Healthcare,501-1000,Event
C03185,UK,Finance,1-10,Direct
C03186,UK,Manufacturing,1000+,Referral
C03187,USA,Retail,51-200,Direct
C03188,USA,Manufacturing,1-10,Direct
C03189,France,Retail,51-200,Direct
C03190,France,Retail,11-50,Paid Ads
C03191,USA,Technology,1000+,Paid Ads
C03192,India,Healthcare,11-50,Event
C03193,India,Manufacturing,1000+,Organic Search
C03194,USA,Retail,1000+,Referral
C03195,USA,Manufacturing,1-10,Paid Ads
C03196,UK,Manufacturing,51-200,Direct
